date,actual,predicted,train_mean,inner_idx,sstart,window_end
2012-03-01,0.002450932,0.0032900658012494804,0.0013408568705882353,0,0,2012-08-01
2012-04-01,0.003396772,0.0031473019102728106,0.0013718358705882353,0,1,2012-09-01
2012-05-01,0.001564307,0.00019184037719151284,0.0014284580235294118,0,2,2012-10-01
2012-06-01,0.000489148,0.0032000163026812685,0.0013929587176470589,0,3,2012-11-01
2012-07-01,0.001955952,-0.0018119646557213467,0.0013626417647058825,0,4,2012-12-01
2012-08-01,-0.001295953,-7.778892731767524e-05,0.001357247317647059,0,5,2013-01-01
2012-09-01,-9.46e-05,0.0030223178463479,0.0013942296,0,6,2013-02-01
2012-10-01,-0.000412342,0.0010783509175723174,0.0013808913058823533,0,7,2013-03-01
2012-11-01,0.004788092,0.002854318234215611,0.0013015859647058823,0,8,2013-04-01
2012-12-01,-5.12e-05,0.0020142394801277086,0.0013171560352941178,0,9,2013-05-01
2013-01-01,0.004900913,0.0029394296154719147,0.0013971269294117648,0,10,2013-06-01
2013-02-01,0.004478509,0.004351212797130364,0.0013285784,0,11,2013-07-01
2013-03-01,0.004021497,0.0009409015956201202,0.0012811824352941177,0,12,2013-08-01
2013-04-01,0.001115173,0.002882408380597587,0.001265864588235294,0,13,2013-09-01
2013-05-01,0.002642206,0.003121045058223589,0.0012287052588235295,0,14,2013-10-01
2013-06-01,-0.003937529,-0.000950487714596583,0.001152107482352941,0,15,2013-11-01
2013-07-01,0.005422384,0.000473719281741154,0.0011454078588235294,0,16,2013-12-01
2013-08-01,0.004718599,0.0064792625783283205,0.0011752467058823528,0,17,2014-01-01
2013-09-01,0.003267402,6.21284965669983e-05,0.001101570705882353,0,18,2014-02-01
2013-10-01,0.005577829,0.003966085811780481,0.001116400482352941,0,19,2014-03-01
2013-11-01,0.001496985,0.004406325820268726,0.001141332494117647,0,20,2014-04-01
2013-12-01,-0.004847856,0.0035947180432855104,0.0011570356588235294,0,21,2014-05-01
2014-01-01,0.002806315,0.001993743631904683,0.0011339387529411763,0,22,2014-06-01
2014-02-01,0.005900511,0.002476748415743424,0.001171290811764706,0,23,2014-07-01
2014-03-01,0.001173027,0.0013122235166887779,0.0011176826588235294,0,24,2014-08-01
2014-04-01,0.003443963,0.0027224194644736486,0.0012003525764705883,0,25,2014-09-01
2014-05-01,0.003637652,0.0016900327841198749,0.001244042376470588,0,26,2014-10-01
2014-06-01,0.00280792,7.852810646098322e-05,0.0012797865176470589,0,27,2014-11-01
2014-07-01,0.000590749,0.005541111617550098,0.0013739652470588237,0,28,2014-12-01
2014-08-01,-0.001563173,0.0017137675787635928,0.0013730784823529415,0,29,2015-01-01
2014-09-01,0.006198417,0.004229914136438241,0.0012925677882352944,0,30,2015-02-01
2014-10-01,0.004123472,0.0022898483105177714,0.0012434047764705884,0,31,2015-03-01
2014-11-01,-0.000709675,0.000735393399869191,0.0013152166588235295,0,32,2015-04-01
2014-12-01,0.001902856,0.002335580651526267,0.0012745447764705882,0,33,2015-05-01
2015-01-01,-0.003601423,0.0008973489732982606,0.0012937710117647057,0,34,2015-06-01
2015-02-01,-0.000648095,-0.0010553776359360375,0.0013244952235294115,0,35,2015-07-01
2015-03-01,-0.000897463,0.0023349286511003403,0.0013096066117647056,0,36,2015-08-01
2015-04-01,-0.000838176,-0.0018083927858560818,0.0012864302588235295,0,37,2015-09-01
2015-05-01,-0.001983337,0.0004622168247967493,0.0012733148941176469,0,38,2015-10-01
2015-06-01,0.003778411,0.0015401152664146177,0.0013149641176470588,0,39,2015-11-01
2015-07-01,0.003925907,0.004889160914763555,0.0013862419176470587,0,40,2015-12-01
2015-08-01,0.002195689,-0.000778748622155627,0.0013692105529411762,0,41,2016-01-01
2015-09-01,-0.00447532,0.00020785559530105913,0.0013826384588235291,0,42,2016-02-01
2015-10-01,0.000610204,0.001505651311059408,0.0013862731882352938,0,43,2016-03-01
2015-11-01,0.002315494,0.0011389935783006667,0.0013395928235294115,0,44,2016-04-01
2015-12-01,0.001801736,6.395833840709964e-05,0.0013455813058823526,0,45,2016-05-01
2016-01-01,0.005338494,0.0023497368839498463,0.0013418905999999997,0,46,2016-06-01
2016-02-01,-0.002429846,-0.0013812761186269328,0.0012777661294117646,0,47,2016-07-01
2016-03-01,-0.003415126,-9.639286466482221e-05,0.001312833094117647,0,48,2016-08-01
2016-04-01,0.001675978,-9.631215132353986e-05,0.0013194484705882352,0,49,2016-09-01
2016-05-01,-0.007620255,-0.0004872314968357818,0.0012765490117647058,0,50,2016-10-01
2016-06-01,0.004776649,0.0037314763861137188,0.0012471592117647057,0,51,2016-11-01
2016-07-01,0.007133884,0.00307068201776143,0.0012639790352941176,0,52,2016-12-01
2016-08-01,0.001774054,0.006075308547175089,0.001290291905882353,0,53,2017-01-01
2016-09-01,0.004297368,0.0023381979712499413,0.0014432650470588232,0,54,2017-02-01
2016-10-01,8e-05,0.000651789423330767,0.0016615895647058823,0,55,2017-03-01
2016-11-01,0.004279714,0.0016344957228414938,0.001732751482352941,0,56,2017-04-01
2016-12-01,0.002225108,6.445838591787493e-05,0.001737259458823529,0,57,2017-05-01
2017-01-01,0.005805781,0.003601811568431357,0.0018356724823529408,0,58,2017-06-01
2017-02-01,0.001959055,0.0025056318538443363,0.0017825658352941176,0,59,2017-07-01
2017-03-01,0.004181002,0.0015247144374431565,0.001861159023529412,0,60,2017-08-01
2017-04-01,0.005276876,0.004125114243217461,0.001942339788235294,0,61,2017-09-01
2017-05-01,0.003675369,0.0035591958797475637,0.001929202376470588,0,62,2017-10-01
2017-06-01,0.002311777,-0.0026086991897743233,0.0019666962823529414,0,63,2017-11-01
2017-07-01,0.001324458,-0.002162106167907422,0.0018913974117647056,0,64,2017-12-01
2017-08-01,-0.001318687,0.00024872834687840245,0.001923688494117647,0,65,2018-01-01
2017-09-01,0.002236284,0.0027147055840784622,0.0018771300352941173,0,66,2018-02-01
2017-10-01,0.001338224,0.0010696863422443037,0.001917565811764706,0,67,2018-03-01
2017-11-01,0.004992827,0.005529553710533446,0.0018646084235294114,0,68,2018-04-01
2017-12-01,0.002710201,0.0031383734603778676,0.0018762630352941172,0,69,2018-05-01
2018-01-01,-0.000420828,-0.002574885437843527,0.0018799499411764704,0,70,2018-06-01
2018-02-01,0.00514569,0.0018511065450313288,0.0019337294470588233,0,71,2018-07-01
2018-03-01,0.00297025,0.005340224574744637,0.0018959721176470582,0,72,2018-08-01
2018-04-01,0.000447788,0.0013802655746489529,0.0018850556705882352,0,73,2018-09-01
2018-05-01,0.005426968,0.002698116147171189,0.001862264764705882,0,74,2018-10-01
2018-06-01,0.001161108,0.0029093899844408896,0.0018508005058823528,0,75,2018-11-01
2018-07-01,0.003167514,0.001885303639651797,0.0018645982823529406,0,76,2018-12-01
2018-08-01,0.002063738,-0.0002439266241099578,0.0018722791529411763,0,77,2019-01-01
2018-09-01,0.000108821,0.0027768753304033052,0.0018658720117647057,0,78,2019-02-01
2018-10-01,0.003624493,-0.00015778058752072835,0.0017777330235294118,0,79,2019-03-01
2018-11-01,-0.002396755,-0.0012429140242460222,0.001805207482352941,0,80,2019-04-01
2018-12-01,-0.000507987,0.0020914840477212105,0.001843062694117647,0,81,2019-05-01
2019-01-01,-0.00027747,0.002894654727082067,0.0018093140588235294,0,82,2019-06-01
2019-02-01,-0.002572036,0.0006007732765234464,0.0018574618823529415,0,83,2019-07-01
2019-03-01,0.008168522,0.0047074952701476065,0.0018993526117647062,0,84,2019-08-01
2019-04-01,0.005576397,0.0028845302261635694,0.0018961386470588237,0,85,2019-09-01
2019-05-01,0.002295297,0.0019907203541498185,0.0018361336588235296,0,86,2019-10-01
2019-06-01,0.002381093,-0.00031426970351472125,0.0017725827411764709,0,87,2019-11-01
2019-07-01,-0.001010546,0.001893154492595748,0.0017970855058823533,0,88,2019-12-01
