date,actual,predicted,y_train_mean,inner_idx,sstart,window_end
2011-12-01,0.00461494,-0.0005363978684377181,0.0013408568705882353,0,0,2012-08-01
2012-01-01,-0.000622397,0.0011768114895000007,0.0013718358705882353,0,1,2012-09-01
2012-02-01,-0.002631852,0.0009961213009848269,0.0014284580235294118,0,2,2012-10-01
2012-03-01,0.002450932,0.0025704100510238097,0.0013929587176470589,0,3,2012-11-01
2012-04-01,0.003396772,0.0032239995814285697,0.0013626417647058825,0,4,2012-12-01
2012-05-01,0.001564307,-0.0007929865305238098,0.001357247317647059,0,5,2013-01-01
2012-06-01,0.000489148,0.0023499316612777777,0.0013942296,0,6,2013-02-01
2012-07-01,0.001955952,0.001419600385013093,0.0013808913058823533,0,7,2013-03-01
2012-08-01,-0.001295953,0.0031974469744444445,0.0013015859647058823,0,8,2013-04-01
2012-09-01,-9.46e-05,0.0008233169474999992,0.0013171560352941178,0,9,2013-05-01
2012-10-01,-0.000412342,0.0013011020464448058,0.0013971269294117648,0,10,2013-06-01
2012-11-01,0.004788092,0.002436941884000002,0.0013285784,0,11,2013-07-01
2012-12-01,-5.12e-05,-0.0013073633831884055,0.0012811824352941177,0,12,2013-08-01
2013-01-01,0.004900913,0.0008410701846346158,0.001265864588235294,0,13,2013-09-01
2013-02-01,0.004478509,0.0016246968508978868,0.0012287052588235295,0,14,2013-10-01
2013-03-01,0.004021497,0.0017462189434628893,0.001152107482352941,0,15,2013-11-01
2013-04-01,0.001115173,0.0025230014537790998,0.0011454078588235294,0,16,2013-12-01
2013-05-01,0.002642206,0.002374011609425686,0.0011752467058823528,0,17,2014-01-01
2013-06-01,-0.003937529,0.0004117860753571427,0.001101570705882353,0,18,2014-02-01
2013-07-01,0.005422384,0.0014778290599844327,0.001116400482352941,0,19,2014-03-01
2013-08-01,0.004718599,0.0007292721728694176,0.001141332494117647,0,20,2014-04-01
2013-09-01,0.003267402,0.0013149084785205637,0.0011570356588235294,0,21,2014-05-01
2013-10-01,0.005577829,0.0012901722303766236,0.0011339387529411763,0,22,2014-06-01
2013-11-01,0.001496985,0.004085772320158732,0.001171290811764706,0,23,2014-07-01
2013-12-01,-0.004847856,0.000769890171783217,0.0011176826588235294,0,24,2014-08-01
2014-01-01,0.002806315,0.0016624976249949499,0.0012003525764705883,0,25,2014-09-01
2014-02-01,0.005900511,0.0031431821217692314,0.001244042376470588,0,26,2014-10-01
2014-03-01,0.001173027,-0.00020393595726307188,0.0012797865176470589,0,27,2014-11-01
2014-04-01,0.003443963,0.0006117769380952383,0.0013739652470588237,0,28,2014-12-01
2014-05-01,0.003637652,0.0016309931868603894,0.0013730784823529415,0,29,2015-01-01
2014-06-01,0.00280792,0.001170734380248196,0.0012925677882352944,0,30,2015-02-01
2014-07-01,0.000590749,-0.0006514596999999991,0.0012434047764705884,0,31,2015-03-01
2014-08-01,-0.001563173,0.00208094391248016,0.0013152166588235295,0,32,2015-04-01
2014-09-01,0.006198417,0.002846493667586405,0.0012745447764705882,0,33,2015-05-01
2014-10-01,0.004123472,0.0017541035942147684,0.0012937710117647057,0,34,2015-06-01
2014-11-01,-0.000709675,0.002682526288298245,0.0013244952235294115,0,35,2015-07-01
2014-12-01,0.001902856,0.0036685989127288854,0.0013096066117647056,0,36,2015-08-01
2015-01-01,-0.003601423,0.0022023585409134206,0.0012864302588235295,0,37,2015-09-01
2015-02-01,-0.000648095,0.0020330468004930912,0.0012733148941176469,0,38,2015-10-01
2015-03-01,-0.000897463,0.0004117977294080087,0.0013149641176470588,0,39,2015-11-01
2015-04-01,-0.000838176,0.003262826766707419,0.0013862419176470587,0,40,2015-12-01
2015-05-01,-0.001983337,-0.0001532863289880954,0.0013692105529411762,0,41,2016-01-01
2015-06-01,0.003778411,-2.860255785134964e-05,0.0013826384588235291,0,42,2016-02-01
2015-07-01,0.003925907,0.002765113391112556,0.0013862731882352938,0,43,2016-03-01
2015-08-01,0.002195689,0.002725477403086338,0.0013395928235294115,0,44,2016-04-01
2015-09-01,-0.00447532,0.002178370632992758,0.0013455813058823526,0,45,2016-05-01
2015-10-01,0.000610204,0.00265389562720635,0.0013418905999999997,0,46,2016-06-01
2015-11-01,0.002315494,0.0014151133884508546,0.0012777661294117646,0,47,2016-07-01
2015-12-01,0.001801736,0.0008036208505833329,0.001312833094117647,0,48,2016-08-01
2016-01-01,0.005338494,0.0006143516747619046,0.0013194484705882352,0,49,2016-09-01
2016-02-01,-0.002429846,0.004439678116224224,0.0012765490117647058,0,50,2016-10-01
2016-03-01,-0.003415126,0.00014733232511355312,0.0012471592117647057,0,51,2016-11-01
2016-04-01,0.001675978,-0.0014462004569230768,0.0012639790352941176,0,52,2016-12-01
2016-05-01,-0.007620255,0.0015228966957857148,0.001290291905882353,0,53,2017-01-01
2016-06-01,0.004776649,0.004266408740649348,0.0014432650470588232,0,54,2017-02-01
2016-07-01,0.007133884,-0.0012559467583333327,0.0016615895647058823,0,55,2017-03-01
2016-08-01,0.001774054,0.0021112037194870132,0.001732751482352941,0,56,2017-04-01
2016-09-01,0.004297368,0.002192523916666667,0.001737259458823529,0,57,2017-05-01
2016-10-01,8e-05,0.002849563366,0.0018356724823529408,0,58,2017-06-01
2016-11-01,0.004279714,0.0011485978090000001,0.0017825658352941176,0,59,2017-07-01
2016-12-01,0.002225108,0.0004612700500000002,0.001861159023529412,0,60,2017-08-01
2017-01-01,0.005805781,0.0013233362710974028,0.001942339788235294,0,61,2017-09-01
2017-02-01,0.001959055,0.001933990598141304,0.001929202376470588,0,62,2017-10-01
2017-03-01,0.004181002,0.0013072904827499993,0.0019666962823529414,0,63,2017-11-01
2017-04-01,0.005276876,0.000962468373194445,0.0018913974117647056,0,64,2017-12-01
2017-05-01,0.003675369,0.003309042707433334,0.001923688494117647,0,65,2018-01-01
2017-06-01,0.002311777,0.00032151070674477875,0.0018771300352941173,0,66,2018-02-01
2017-07-01,0.001324458,0.0032085511177301594,0.001917565811764706,0,67,2018-03-01
2017-08-01,-0.001318687,0.002241130221891868,0.0018646084235294114,0,68,2018-04-01
2017-09-01,0.002236284,0.0034425814516428586,0.0018762630352941172,0,69,2018-05-01
2017-10-01,0.001338224,0.001638290609904763,0.0018799499411764704,0,70,2018-06-01
2017-11-01,0.004992827,0.003853481296060604,0.0019337294470588233,0,71,2018-07-01
2017-12-01,0.002710201,0.0033633663106630014,0.0018959721176470582,0,72,2018-08-01
2018-01-01,-0.000420828,0.0008056079118333333,0.0018850556705882352,0,73,2018-09-01
2018-02-01,0.00514569,-0.0012503817902857139,0.001862264764705882,0,74,2018-10-01
2018-03-01,0.00297025,0.0007878419164999998,0.0018508005058823528,0,75,2018-11-01
2018-04-01,0.000447788,0.0010647515987297336,0.0018645982823529406,0,76,2018-12-01
2018-05-01,0.005426968,0.0009388495425000007,0.0018722791529411763,0,77,2019-01-01
2018-06-01,0.001161108,0.001936191136404761,0.0018658720117647057,0,78,2019-02-01
2018-07-01,0.003167514,0.0026861541712976185,0.0017777330235294118,0,79,2019-03-01
2018-08-01,0.002063738,0.0041212781560645735,0.001805207482352941,0,80,2019-04-01
