date,actual,predicted,y_train_mean,inner_idx,sstart,window_end
2011-12-01,0.00461494,0.0027896747664047606,0.0013408568705882353,0,0,2012-08-01
2012-01-01,-0.000622397,-0.0001032458706116427,0.0013718358705882353,0,1,2012-09-01
2012-02-01,-0.002631852,0.0012371387708259322,0.0014284580235294118,0,2,2012-10-01
2012-03-01,0.002450932,0.0027229966094999996,0.0013929587176470589,0,3,2012-11-01
2012-04-01,0.003396772,0.0020914130789260648,0.0013626417647058825,0,4,2012-12-01
2012-05-01,0.001564307,0.0006535127872811355,0.001357247317647059,0,5,2013-01-01
2012-06-01,0.000489148,0.003407069554999999,0.0013942296,0,6,2013-02-01
2012-07-01,0.001955952,-0.0006991519837386556,0.0013808913058823533,0,7,2013-03-01
2012-08-01,-0.001295953,0.001092586429722222,0.0013015859647058823,0,8,2013-04-01
2012-09-01,-9.46e-05,0.0024828527715833344,0.0013171560352941178,0,9,2013-05-01
2012-10-01,-0.000412342,0.0009285758948333334,0.0013971269294117648,0,10,2013-06-01
2012-11-01,0.004788092,0.0018933686247673991,0.0013285784,0,11,2013-07-01
2012-12-01,-5.12e-05,0.002061028949652886,0.0012811824352941177,0,12,2013-08-01
2013-01-01,0.004900913,0.0019788584105051897,0.001265864588235294,0,13,2013-09-01
2013-02-01,0.004478509,0.003777418140641025,0.0012287052588235295,0,14,2013-10-01
2013-03-01,0.004021497,0.0006614385565519478,0.001152107482352941,0,15,2013-11-01
2013-04-01,0.001115173,0.0011240376043332766,0.0011454078588235294,0,16,2013-12-01
2013-05-01,0.002642206,0.0015256398055306386,0.0011752467058823528,0,17,2014-01-01
2013-06-01,-0.003937529,0.00033907693404188854,0.001101570705882353,0,18,2014-02-01
2013-07-01,0.005422384,0.0008844979093710557,0.001116400482352941,0,19,2014-03-01
2013-08-01,0.004718599,0.003937866122666667,0.001141332494117647,0,20,2014-04-01
2013-09-01,0.003267402,0.0009799685095477888,0.0011570356588235294,0,21,2014-05-01
2013-10-01,0.005577829,0.002651035463869048,0.0011339387529411763,0,22,2014-06-01
2013-11-01,0.001496985,0.0011713198235,0.001171290811764706,0,23,2014-07-01
2013-12-01,-0.004847856,0.0016342034464235592,0.0011176826588235294,0,24,2014-08-01
2014-01-01,0.002806315,0.0022884875940833342,0.0012003525764705883,0,25,2014-09-01
2014-02-01,0.005900511,0.002901661134071428,0.001244042376470588,0,26,2014-10-01
2014-03-01,0.001173027,0.003983502273000001,0.0012797865176470589,0,27,2014-11-01
2014-04-01,0.003443963,0.0018352795706746033,0.0013739652470588237,0,28,2014-12-01
2014-05-01,0.003637652,0.002271040201267317,0.0013730784823529415,0,29,2015-01-01
2014-06-01,0.00280792,0.0015713646041666674,0.0012925677882352944,0,30,2015-02-01
2014-07-01,0.000590749,0.0015079003546363643,0.0012434047764705884,0,31,2015-03-01
2014-08-01,-0.001563173,0.001475721107500001,0.0013152166588235295,0,32,2015-04-01
2014-09-01,0.006198417,0.0036282503554761914,0.0012745447764705882,0,33,2015-05-01
2014-10-01,0.004123472,0.0018536943039949491,0.0012937710117647057,0,34,2015-06-01
2014-11-01,-0.000709675,0.0011574454256421318,0.0013244952235294115,0,35,2015-07-01
2014-12-01,0.001902856,0.0023668798842321416,0.0013096066117647056,0,36,2015-08-01
2015-01-01,-0.003601423,0.0015398330467857144,0.0012864302588235295,0,37,2015-09-01
2015-02-01,-0.000648095,0.0014143697608311684,0.0012733148941176469,0,38,2015-10-01
2015-03-01,-0.000897463,0.00316219501146397,0.0013149641176470588,0,39,2015-11-01
2015-04-01,-0.000838176,-0.0009341865566666658,0.0013862419176470587,0,40,2015-12-01
2015-05-01,-0.001983337,0.0018124362676168835,0.0013692105529411762,0,41,2016-01-01
2015-06-01,0.003778411,0.003489277787333334,0.0013826384588235291,0,42,2016-02-01
2015-07-01,0.003925907,0.00408196449306061,0.0013862731882352938,0,43,2016-03-01
2015-08-01,0.002195689,0.00047954298227272747,0.0013395928235294115,0,44,2016-04-01
2015-09-01,-0.00447532,-0.00012899480799999998,0.0013455813058823526,0,45,2016-05-01
2015-10-01,0.000610204,-0.0010762211320000008,0.0013418905999999997,0,46,2016-06-01
2015-11-01,0.002315494,-0.0004534646941666666,0.0012777661294117646,0,47,2016-07-01
2015-12-01,0.001801736,0.0018646922836666668,0.001312833094117647,0,48,2016-08-01
2016-01-01,0.005338494,0.002990195445611114,0.0013194484705882352,0,49,2016-09-01
2016-02-01,-0.002429846,-0.0005597825950714286,0.0012765490117647058,0,50,2016-10-01
2016-03-01,-0.003415126,-5.937739600000002e-05,0.0012471592117647057,0,51,2016-11-01
2016-04-01,0.001675978,0.0004933413192499999,0.0012639790352941176,0,52,2016-12-01
2016-05-01,-0.007620255,0.00021244481619047618,0.001290291905882353,0,53,2017-01-01
2016-06-01,0.004776649,0.002152082702551227,0.0014432650470588232,0,54,2017-02-01
2016-07-01,0.007133884,0.002301510608333332,0.0016615895647058823,0,55,2017-03-01
2016-08-01,0.001774054,0.0035531047183333343,0.001732751482352941,0,56,2017-04-01
2016-09-01,0.004297368,0.0019255188549999994,0.001737259458823529,0,57,2017-05-01
2016-10-01,8e-05,0.0008489743699999996,0.0018356724823529408,0,58,2017-06-01
2016-11-01,0.004279714,0.0011314442499999998,0.0017825658352941176,0,59,2017-07-01
2016-12-01,0.002225108,-6.636401499999998e-05,0.001861159023529412,0,60,2017-08-01
2017-01-01,0.005805781,0.0035950057355,0.001942339788235294,0,61,2017-09-01
2017-02-01,0.001959055,0.0015594435921153843,0.001929202376470588,0,62,2017-10-01
2017-03-01,0.004181002,0.0026713559562142864,0.0019666962823529414,0,63,2017-11-01
2017-04-01,0.005276876,0.0036160578456111113,0.0018913974117647056,0,64,2017-12-01
2017-05-01,0.003675369,0.003414178571054946,0.001923688494117647,0,65,2018-01-01
2017-06-01,0.002311777,3.913672558333329e-05,0.0018771300352941173,0,66,2018-02-01
2017-07-01,0.001324458,-0.001105346320000001,0.001917565811764706,0,67,2018-03-01
2017-08-01,-0.001318687,-0.0013303094400000006,0.0018646084235294114,0,68,2018-04-01
2017-09-01,0.002236284,0.002254176456666666,0.0018762630352941172,0,69,2018-05-01
2017-10-01,0.001338224,0.0019471400799999986,0.0018799499411764704,0,70,2018-06-01
2017-11-01,0.004992827,0.004386139049999999,0.0019337294470588233,0,71,2018-07-01
2017-12-01,0.002710201,0.002639881228666666,0.0018959721176470582,0,72,2018-08-01
2018-01-01,-0.000420828,0.0008935324753333335,0.0018850556705882352,0,73,2018-09-01
2018-02-01,0.00514569,0.0046639094789166675,0.001862264764705882,0,74,2018-10-01
2018-03-01,0.00297025,0.004842375242499999,0.0018508005058823528,0,75,2018-11-01
2018-04-01,0.000447788,0.001368019025,0.0018645982823529406,0,76,2018-12-01
2018-05-01,0.005426968,0.0014733830337500004,0.0018722791529411763,0,77,2019-01-01
2018-06-01,0.001161108,0.004546314846666666,0.0018658720117647057,0,78,2019-02-01
2018-07-01,0.003167514,0.0013391267039441937,0.0017777330235294118,0,79,2019-03-01
2018-08-01,0.002063738,-0.00042621447525000017,0.001805207482352941,0,80,2019-04-01
2018-09-01,0.000108821,0.0013176573083333338,0.001843062694117647,0,81,2019-05-01
2018-10-01,0.003624493,0.0011839376924999995,0.0018093140588235294,0,82,2019-06-01
2018-11-01,-0.002396755,-0.00013416256500000005,0.0018574618823529415,0,83,2019-07-01
2018-12-01,-0.000507987,0.0015957781499999994,0.0018993526117647062,0,84,2019-08-01
2019-01-01,-0.00027747,0.0018850803950000003,0.0018961386470588237,0,85,2019-09-01
2019-02-01,-0.002572036,0.0002711095366666666,0.0018361336588235296,0,86,2019-10-01
2019-03-01,0.008168522,0.0035706197168333333,0.0017725827411764709,0,87,2019-11-01
2019-04-01,0.005576397,0.0033108801453174607,0.0017970855058823533,0,88,2019-12-01
2019-05-01,0.002295297,0.004370939278277778,0.001766583141176471,0,89,2020-01-01
2019-06-01,0.002381093,0.000203311265,0.0017518066000000005,0,90,2020-02-01
2019-07-01,-0.001010546,0.0009011559730555553,0.001694248835294118,0,91,2020-03-01
2019-08-01,-0.000652718,0.001351397483333334,0.0016713119058823533,0,92,2020-04-01
2019-09-01,0.000456897,0.0012232580925952384,0.001798375129411765,0,93,2020-05-01
2019-10-01,0.001828003,0.0007238090264444444,0.0018351453058823536,0,94,2020-06-01
2019-11-01,-0.000297017,0.0016935605117142864,0.0018221867764705887,0,95,2020-07-01
2019-12-01,0.002053313,0.003422395050511903,0.001831796023529412,0,96,2020-08-01
2020-01-01,0.001315699,0.0025565968649007937,0.0018141525647058826,0,97,2020-09-01
2020-02-01,0.003401413,0.0012803207277777768,0.001783462329411765,0,98,2020-10-01
2020-03-01,-0.07537065,-0.0004655323899999999,0.0018040840941176473,0,99,2020-11-01
2020-04-01,-0.11400353,-0.0015322773499999998,0.0018267029529411766,0,100,2020-12-01
2020-05-01,0.042266504,-0.0011182869300000004,0.0018280597176470587,0,101,2021-01-01
2020-06-01,0.055582744,0.002583763130000003,0.0017958858470588238,0,102,2021-02-01
2020-07-01,0.025353325,0.0036129038000000018,0.0018119670117647058,0,103,2021-03-01
2020-08-01,0.00913465,0.0023495702100000027,0.0017943258352941173,0,104,2021-04-01
2020-09-01,0.007989305,0.003662988830135529,0.0008549239647058823,0,105,2021-05-01
2020-10-01,0.005832249,0.0010736843431818175,-0.0005336057647058823,0,106,2021-06-01
2020-11-01,0.008783804,0.002014579060357488,-4.947245882352933e-05,0,107,2021-07-01
2020-12-01,0.002212933,0.0005793508253767764,0.0005733574000000001,0,108,2021-08-01
2021-01-01,0.007047229,-0.0013971332249999996,0.0009179556823529412,1,108,2021-08-01
