date,actual,predicted,train_mean,y_train_mean,inner_idx,sstart,window_end
2018-04-01,0.000447788,0.001204138396021724,0.0018850556705882352,0.0018850556705882352,0,73,2018-09-01
2018-05-01,0.005426968,0.0024052289482908063,0.001862264764705882,0.001862264764705882,0,74,2018-10-01
2018-06-01,0.001161108,0.0038204986497435197,0.0018508005058823528,0.0018508005058823528,0,75,2018-11-01
2018-07-01,0.003167514,0.002024373007991903,0.0018645982823529406,0.0018645982823529406,0,76,2018-12-01
2018-08-01,0.002063738,-0.0015950002505543876,0.0018722791529411763,0.0018722791529411763,0,77,2019-01-01
2018-09-01,0.000108821,0.0026664542352627814,0.0018658720117647057,0.0018658720117647057,0,78,2019-02-01
2018-10-01,0.003624493,-0.0008167613744574603,0.0017777330235294118,0.0017777330235294118,0,79,2019-03-01
2018-11-01,-0.002396755,0.00039117470868550394,0.001805207482352941,0.001805207482352941,0,80,2019-04-01
2018-12-01,-0.000507987,0.0017100961662838302,0.001843062694117647,0.001843062694117647,0,81,2019-05-01
2019-01-01,-0.00027747,0.00417138134336512,0.0018093140588235294,0.0018093140588235294,0,82,2019-06-01
2019-02-01,-0.002572036,0.001451071617187795,0.0018574618823529415,0.0018574618823529415,0,83,2019-07-01
2019-03-01,0.008168522,0.0032350807486742255,0.0018993526117647062,0.0018993526117647062,0,84,2019-08-01
2019-04-01,0.005576397,0.0032357774610473067,0.0018961386470588237,0.0018961386470588237,0,85,2019-09-01
2019-05-01,0.002295297,0.0022475164908257075,0.0018361336588235296,0.0018361336588235296,0,86,2019-10-01
2019-06-01,0.002381093,-0.0002448280387179879,0.0017725827411764709,0.0017725827411764709,0,87,2019-11-01
2019-07-01,-0.001010546,0.001792071522861312,0.0017970855058823533,0.0017970855058823533,0,88,2019-12-01
2019-08-01,-0.000652718,0.003642764886353919,0.001766583141176471,0.001766583141176471,0,89,2020-01-01
2019-09-01,0.000456897,0.0005792725019048563,0.0017518066000000005,0.0017518066000000005,0,90,2020-02-01
2019-10-01,0.001828003,-0.0009127279754556315,0.001694248835294118,0.001694248835294118,0,91,2020-03-01
2019-11-01,-0.000297017,-1.3618912018942535e-06,0.0016713119058823533,0.0016713119058823533,0,92,2020-04-01
2019-12-01,0.002053313,0.0034192291827834717,0.001798375129411765,0.001798375129411765,0,93,2020-05-01
2020-01-01,0.001315699,0.0019260912459074565,0.0018351453058823536,0.0018351453058823536,0,94,2020-06-01
2020-02-01,0.003401413,0.0004806756270393968,0.0018221867764705887,0.0018221867764705887,0,95,2020-07-01
2020-03-01,-0.07537065,-6.838621035690977e-05,0.001831796023529412,0.001831796023529412,0,96,2020-08-01
2020-04-01,-0.11400353,-0.0034197431400923286,0.0018141525647058826,0.0018141525647058826,0,97,2020-09-01
2020-05-01,0.042266504,-0.00045018983969278854,0.001783462329411765,0.001783462329411765,0,98,2020-10-01
2020-06-01,0.055582744,0.0010871311330917872,0.0018040840941176473,0.0018040840941176473,0,99,2020-11-01
2020-07-01,0.025353325,0.006666471770782158,0.0018267029529411766,0.0018267029529411766,0,100,2020-12-01
2020-08-01,0.00913465,0.003864006401477315,0.0018280597176470587,0.0018280597176470587,0,101,2021-01-01
2020-09-01,0.007989305,0.0031629707488980046,0.0017958858470588238,0.0017958858470588238,0,102,2021-02-01
2020-10-01,0.005832249,0.002820749410797535,0.0018119670117647058,0.0018119670117647058,0,103,2021-03-01
2020-11-01,0.008783804,-0.0003848139672853715,0.0017943258352941173,0.0017943258352941173,0,104,2021-04-01
2020-12-01,0.002212933,0.0013680867260117552,0.0008549239647058823,0.0008549239647058823,0,105,2021-05-01
2021-01-01,0.007047229,-0.0118521962060396,-0.0005336057647058823,-0.0005336057647058823,0,106,2021-06-01
2021-02-01,0.001685171,0.0066970455432379785,-4.947245882352933e-05,-4.947245882352933e-05,0,107,2021-07-01
2021-03-01,0.012534755,0.02584065849654799,0.0005733574000000001,0.0005733574000000001,0,108,2021-08-01
2021-04-01,-0.008569461,-0.019683087654777918,0.0009179556823529412,0.0009179556823529412,1,108,2021-08-01
2021-05-01,-0.00506891,-0.003081199476803083,0.0009616293999999999,0.0009616293999999999,2,108,2021-08-01
2021-06-01,0.007873122,0.0048395277889768905,0.001000108294117647,0.001000108294117647,3,108,2021-08-01
2021-07-01,-0.000920719,0.004789325418741488,0.0010302829647058824,0.0010302829647058824,4,108,2021-08-01
