date,actual,predicted,train_mean,y_train_mean,inner_idx,sstart,window_end
2011-12-01,0.00461494,0.00194291119213139,0.0013408568705882353,0.0013408568705882353,0,0,2012-08-01
2012-01-01,-0.000622397,-0.0006505823881232699,0.0013718358705882353,0.0013718358705882353,0,1,2012-09-01
2012-02-01,-0.002631852,0.0012589266578036651,0.0014284580235294118,0.0014284580235294118,0,2,2012-10-01
2012-03-01,0.002450932,0.0021837057134670556,0.0013929587176470589,0.0013929587176470589,0,3,2012-11-01
2012-04-01,0.003396772,0.0031285667559041355,0.0013626417647058825,0.0013626417647058825,0,4,2012-12-01
2012-05-01,0.001564307,0.00010406957976160226,0.001357247317647059,0.001357247317647059,0,5,2013-01-01
2012-06-01,0.000489148,0.0027200225017915605,0.0013942296,0.0013942296,0,6,2013-02-01
2012-07-01,0.001955952,-0.002335751349661992,0.0013808913058823533,0.0013808913058823533,0,7,2013-03-01
2012-08-01,-0.001295953,0.0013766036277401213,0.0013015859647058823,0.0013015859647058823,0,8,2013-04-01
2012-09-01,-9.46e-05,0.00211071281296931,0.0013171560352941178,0.0013171560352941178,0,9,2013-05-01
2012-10-01,-0.000412342,0.00013438796976312172,0.0013971269294117648,0.0013971269294117648,0,10,2013-06-01
2012-11-01,0.004788092,0.0027355647739068954,0.0013285784,0.0013285784,0,11,2013-07-01
2012-12-01,-5.12e-05,0.002973719998936784,0.0012811824352941177,0.0012811824352941177,0,12,2013-08-01
2013-01-01,0.004900913,0.002829205382431055,0.001265864588235294,0.001265864588235294,0,13,2013-09-01
2013-02-01,0.004478509,0.003650116730892629,0.0012287052588235295,0.0012287052588235295,0,14,2013-10-01
2013-03-01,0.004021497,0.0002512585389031968,0.001152107482352941,0.001152107482352941,0,15,2013-11-01
2013-04-01,0.001115173,0.0018253909518071445,0.0011454078588235294,0.0011454078588235294,0,16,2013-12-01
2013-05-01,0.002642206,0.002159514317481485,0.0011752467058823528,0.0011752467058823528,0,17,2014-01-01
2013-06-01,-0.003937529,-0.00033566029933093547,0.001101570705882353,0.001101570705882353,0,18,2014-02-01
