date,actual,predicted,train_mean,y_train_mean,inner_idx,sstart,window_end
2013-07-01,0.005422384,0.0010809727535133452,0.001116400482352941,0.001116400482352941,0,19,2014-03-01
2013-08-01,0.004718599,0.004126179325330177,0.001141332494117647,0.001141332494117647,0,20,2014-04-01
2013-09-01,0.003267402,0.001348936749656704,0.0011570356588235294,0.0011570356588235294,0,21,2014-05-01
2013-10-01,0.005577829,0.002656721386924016,0.0011339387529411763,0.0011339387529411763,0,22,2014-06-01
2013-11-01,0.001496985,0.0017311079138906229,0.001171290811764706,0.001171290811764706,0,23,2014-07-01
2013-12-01,-0.004847856,0.001919513203603779,0.0011176826588235294,0.0011176826588235294,0,24,2014-08-01
2014-01-01,0.002806315,0.002975878140460767,0.0012003525764705883,0.0012003525764705883,0,25,2014-09-01
2014-02-01,0.005900511,0.0026803687319673416,0.001244042376470588,0.001244042376470588,0,26,2014-10-01
2014-03-01,0.001173027,0.00466419332566987,0.0012797865176470589,0.0012797865176470589,0,27,2014-11-01
2014-04-01,0.003443963,0.002395446822840163,0.0013739652470588237,0.0013739652470588237,0,28,2014-12-01
2014-05-01,0.003637652,0.002082379619118645,0.0013730784823529415,0.0013730784823529415,0,29,2015-01-01
2014-06-01,0.00280792,0.0017087494906439303,0.0012925677882352944,0.0012925677882352944,0,30,2015-02-01
2014-07-01,0.000590749,0.0015776627031050833,0.0012434047764705884,0.0012434047764705884,0,31,2015-03-01
2014-08-01,-0.001563173,0.0016740806104644703,0.0013152166588235295,0.0013152166588235295,0,32,2015-04-01
2014-09-01,0.006198417,0.0035107252504773916,0.0012745447764705882,0.0012745447764705882,0,33,2015-05-01
2014-10-01,0.004123472,0.002064057337270301,0.0012937710117647057,0.0012937710117647057,0,34,2015-06-01
2014-11-01,-0.000709675,0.0019093130815195179,0.0013244952235294115,0.0013244952235294115,0,35,2015-07-01
2014-12-01,0.001902856,0.0021750288964513566,0.0013096066117647056,0.0013096066117647056,0,36,2015-08-01
2015-01-01,-0.003601423,0.0010111677053924349,0.0012864302588235295,0.0012864302588235295,0,37,2015-09-01
2015-02-01,-0.000648095,0.0007465749253701488,0.0012733148941176469,0.0012733148941176469,0,38,2015-10-01
2015-03-01,-0.000897463,0.003320863312549105,0.0013149641176470588,0.0013149641176470588,0,39,2015-11-01
2015-04-01,-0.000838176,-0.0018659756838331127,0.0013862419176470587,0.0013862419176470587,0,40,2015-12-01
2015-05-01,-0.001983337,0.0005565841503397962,0.0013692105529411762,0.0013692105529411762,0,41,2016-01-01
2015-06-01,0.003778411,0.003978119632700988,0.0013826384588235291,0.0013826384588235291,0,42,2016-02-01
2015-07-01,0.003925907,0.0035446148113631075,0.0013862731882352938,0.0013862731882352938,0,43,2016-03-01
2015-08-01,0.002195689,-7.658494292926915e-06,0.0013395928235294115,0.0013395928235294115,0,44,2016-04-01
2015-09-01,-0.00447532,0.0006320261427553601,0.0013455813058823526,0.0013455813058823526,0,45,2016-05-01
2015-10-01,0.000610204,-2.0097708044237127e-05,0.0013418905999999997,0.0013418905999999997,0,46,2016-06-01
2015-11-01,0.002315494,-4.3447129541242377e-05,0.0012777661294117646,0.0012777661294117646,0,47,2016-07-01
2015-12-01,0.001801736,0.000547026135801555,0.001312833094117647,0.001312833094117647,0,48,2016-08-01
2016-01-01,0.005338494,0.0026479527279360967,0.0013194484705882352,0.0013194484705882352,0,49,2016-09-01
2016-02-01,-0.002429846,-0.0013575554109777816,0.0012765490117647058,0.0012765490117647058,0,50,2016-10-01
2016-03-01,-0.003415126,-0.0015226103334672518,0.0012471592117647057,0.0012471592117647057,0,51,2016-11-01
2016-04-01,0.001675978,0.001211389869164581,0.0012639790352941176,0.0012639790352941176,0,52,2016-12-01
2016-05-01,-0.007620255,0.00019003634529522707,0.001290291905882353,0.001290291905882353,0,53,2017-01-01
2016-06-01,0.004776649,0.0022116028713000265,0.0014432650470588232,0.0014432650470588232,0,54,2017-02-01
2016-07-01,0.007133884,0.0024918778563191232,0.0016615895647058823,0.0016615895647058823,0,55,2017-03-01
2016-08-01,0.001774054,0.0032216605721708865,0.001732751482352941,0.001732751482352941,0,56,2017-04-01
2016-09-01,0.004297368,0.001557817145255391,0.001737259458823529,0.001737259458823529,0,57,2017-05-01
2016-10-01,8e-05,0.0007461342762196867,0.0018356724823529408,0.0018356724823529408,0,58,2017-06-01
2016-11-01,0.004279714,0.0019060872491839854,0.0017825658352941176,0.0017825658352941176,0,59,2017-07-01
2016-12-01,0.002225108,-0.0008530163838449544,0.001861159023529412,0.001861159023529412,0,60,2017-08-01
2017-01-01,0.005805781,0.002305761664239571,0.001942339788235294,0.001942339788235294,0,61,2017-09-01
2017-02-01,0.001959055,0.0018876191167173542,0.001929202376470588,0.001929202376470588,0,62,2017-10-01
2017-03-01,0.004181002,0.0021469111142381277,0.0019666962823529414,0.0019666962823529414,0,63,2017-11-01
2017-04-01,0.005276876,0.0038734447199456263,0.0018913974117647056,0.0018913974117647056,0,64,2017-12-01
2017-05-01,0.003675369,0.003780832501572938,0.001923688494117647,0.001923688494117647,0,65,2018-01-01
2017-06-01,0.002311777,-0.0006689686349462673,0.0018771300352941173,0.0018771300352941173,0,66,2018-02-01
2017-07-01,0.001324458,-0.00052530427326034,0.001917565811764706,0.001917565811764706,0,67,2018-03-01
2017-08-01,-0.001318687,-0.0004137038605155799,0.0018646084235294114,0.0018646084235294114,0,68,2018-04-01
2017-09-01,0.002236284,0.0031498657891400783,0.0018762630352941172,0.0018762630352941172,0,69,2018-05-01
2017-10-01,0.001338224,0.0014921139195524075,0.0018799499411764704,0.0018799499411764704,0,70,2018-06-01
2017-11-01,0.004992827,0.004606675123847533,0.0019337294470588233,0.0019337294470588233,0,71,2018-07-01
2017-12-01,0.002710201,0.002971639895462056,0.0018959721176470582,0.0018959721176470582,0,72,2018-08-01
2018-01-01,-0.000420828,0.0004329357960240652,0.0018850556705882352,0.0018850556705882352,0,73,2018-09-01
2018-02-01,0.00514569,0.005075081761892664,0.001862264764705882,0.001862264764705882,0,74,2018-10-01
2018-03-01,0.00297025,0.004776752213933682,0.0018508005058823528,0.0018508005058823528,0,75,2018-11-01
2018-04-01,0.000447788,0.0024781002715514237,0.0018645982823529406,0.0018645982823529406,0,76,2018-12-01
2018-05-01,0.005426968,0.0018640149264858767,0.0018722791529411763,0.0018722791529411763,0,77,2019-01-01
2018-06-01,0.001161108,0.004547823461082028,0.0018658720117647057,0.0018658720117647057,0,78,2019-02-01
2018-07-01,0.003167514,0.0013879464029500658,0.0017777330235294118,0.0017777330235294118,0,79,2019-03-01
2018-08-01,0.002063738,-0.0012898583792049423,0.001805207482352941,0.001805207482352941,0,80,2019-04-01
2018-09-01,0.000108821,0.0018364820768859078,0.001843062694117647,0.001843062694117647,0,81,2019-05-01
2018-10-01,0.003624493,0.0007356501163265547,0.0018093140588235294,0.0018093140588235294,0,82,2019-06-01
2018-11-01,-0.002396755,0.000752450097649631,0.0018574618823529415,0.0018574618823529415,0,83,2019-07-01
2018-12-01,-0.000507987,0.0016086871248712866,0.0018993526117647062,0.0018993526117647062,0,84,2019-08-01
2019-01-01,-0.00027747,0.0022663528189867887,0.0018961386470588237,0.0018961386470588237,0,85,2019-09-01
2019-02-01,-0.002572036,0.001705941772553291,0.0018361336588235296,0.0018361336588235296,0,86,2019-10-01
2019-03-01,0.008168522,0.0030575772916602594,0.0017725827411764709,0.0017725827411764709,0,87,2019-11-01
2019-04-01,0.005576397,0.00418851473403096,0.0017970855058823533,0.0017970855058823533,0,88,2019-12-01
2019-05-01,0.002295297,0.004830797101029943,0.001766583141176471,0.001766583141176471,0,89,2020-01-01
2019-06-01,0.002381093,0.0002702117366110324,0.0017518066000000005,0.0017518066000000005,0,90,2020-02-01
2019-07-01,-0.001010546,-8.706584081018026e-05,0.001694248835294118,0.001694248835294118,0,91,2020-03-01
2019-08-01,-0.000652718,0.001504496417557996,0.0016713119058823533,0.0016713119058823533,0,92,2020-04-01
2019-09-01,0.000456897,0.00035908583103538426,0.001798375129411765,0.001798375129411765,0,93,2020-05-01
2019-10-01,0.001828003,-0.0008302489812793759,0.0018351453058823536,0.0018351453058823536,0,94,2020-06-01
2019-11-01,-0.000297017,0.00161826090769984,0.0018221867764705887,0.0018221867764705887,0,95,2020-07-01
2019-12-01,0.002053313,0.0025420770553442806,0.001831796023529412,0.001831796023529412,0,96,2020-08-01
2020-01-01,0.001315699,0.002540815081791144,0.0018141525647058826,0.0018141525647058826,0,97,2020-09-01
2020-02-01,0.003401413,0.0002860410329823544,0.001783462329411765,0.001783462329411765,0,98,2020-10-01
2020-03-01,-0.07537065,-0.00033775958513006243,0.0018040840941176473,0.0018040840941176473,0,99,2020-11-01
2020-04-01,-0.11400353,-0.0024471259075966277,0.0018267029529411766,0.0018267029529411766,0,100,2020-12-01
2020-05-01,0.042266504,-0.00028137719031110344,0.0018280597176470587,0.0018280597176470587,0,101,2021-01-01
2020-06-01,0.055582744,0.0016808728250371687,0.0017958858470588238,0.0017958858470588238,0,102,2021-02-01
2020-07-01,0.025353325,0.00619624724729792,0.0018119670117647058,0.0018119670117647058,0,103,2021-03-01
2020-08-01,0.00913465,0.002781468604437783,0.0017943258352941173,0.0017943258352941173,0,104,2021-04-01
2020-09-01,0.007989305,0.0015411988093489946,0.0008549239647058823,0.0008549239647058823,0,105,2021-05-01
2020-10-01,0.005832249,0.002057456134854329,-0.0005336057647058823,-0.0005336057647058823,0,106,2021-06-01
2020-11-01,0.008783804,0.0025291568221416125,-4.947245882352933e-05,-4.947245882352933e-05,0,107,2021-07-01
2020-12-01,0.002212933,0.0004901603988072008,0.0005733574000000001,0.0005733574000000001,0,108,2021-08-01
2021-01-01,0.007047229,-0.008808356600922558,0.0009179556823529412,0.0009179556823529412,1,108,2021-08-01
2021-02-01,0.001685171,0.009078947499882075,0.0009616293999999999,0.0009616293999999999,2,108,2021-08-01
2021-03-01,0.012534755,0.01445500023575845,0.001000108294117647,0.001000108294117647,3,108,2021-08-01
2021-04-01,-0.008569461,-0.023329260912415897,0.0010302829647058824,0.0010302829647058824,4,108,2021-08-01
2021-05-01,-0.00506891,-0.005268237203468253,0.0010680003176470586,0.0010680003176470586,5,108,2021-08-01
2021-06-01,0.007873122,0.005195434125894015,0.0010764232352941177,0.0010764232352941177,6,108,2021-08-01
2021-07-01,-0.000920719,0.005270184102761381,0.0012163654117647057,0.0012163654117647057,7,108,2021-08-01
