number,category
1435,Pets & Animals
1437,Animal Products & Services
1439,Animal Welfare
1440,Pet Food & Supplies
1441,Veterinarians
1442,Pets
1444,Birds
1445,Cats
1446,Dogs
1447,Exotic Pets
1448,Fish & Aquaria
1449,Horses
1450,Rabbits & Rodents
1451,Reptiles & Amphibians
1452,Wildlife
1454,Insects & Entomology
1455,Zoos-Aquariums-Preserves
