date,actual,predicted,train_mean,inner_idx,sstart,window_end
2019-08-01,-0.000652718,0.003504851832985878,0.001766583141176471,0,89,2020-01-01
2019-09-01,0.000456897,0.0008757220930419862,0.0017518066000000005,0,90,2020-02-01
2019-10-01,0.001828003,-0.0007785390480421484,0.001694248835294118,0,91,2020-03-01
2019-11-01,-0.000297017,0.0006585357477888465,0.0016713119058823533,0,92,2020-04-01
2019-12-01,0.002053313,0.002998356008902192,0.001798375129411765,0,93,2020-05-01
2020-01-01,0.001315699,0.002916001481935382,0.0018351453058823536,0,94,2020-06-01
2020-02-01,0.003401413,-0.0010709787020459771,0.0018221867764705887,0,95,2020-07-01
2020-03-01,-0.07537065,0.00048215175047516823,0.001831796023529412,0,96,2020-08-01
2020-04-01,-0.11400353,-0.0021276972256600857,0.0018141525647058826,0,97,2020-09-01
2020-05-01,0.042266504,-1.4099469808570575e-05,0.001783462329411765,0,98,2020-10-01
2020-06-01,0.055582744,0.0017105316510424018,0.0018040840941176473,0,99,2020-11-01
2020-07-01,0.025353325,0.005764892790466547,0.0018267029529411766,0,100,2020-12-01
2020-08-01,0.00913465,0.004398379474878311,0.0018280597176470587,0,101,2021-01-01
2020-09-01,0.007989305,0.004527692683041096,0.0017958858470588238,0,102,2021-02-01
2020-10-01,0.005832249,0.0025147544220089912,0.0018119670117647058,0,103,2021-03-01
2020-11-01,0.008783804,0.00044608706957660615,0.0017943258352941173,0,104,2021-04-01
2020-12-01,0.002212933,-0.0012763389386236668,0.0008549239647058823,0,105,2021-05-01
2021-01-01,0.007047229,-0.025106029585003853,-0.0005336057647058823,0,106,2021-06-01
2021-02-01,0.001685171,0.014177960343658924,-4.947245882352933e-05,0,107,2021-07-01
2021-03-01,0.012534755,0.010247413069009781,0.0005733574000000001,0,108,2021-08-01
2021-04-01,-0.008569461,-0.07561583817005157,0.0009179556823529412,1,108,2021-08-01
2021-05-01,-0.00506891,-0.001862294040620327,0.0009616293999999999,2,108,2021-08-01
2021-06-01,0.007873122,0.003301273798570037,0.001000108294117647,3,108,2021-08-01
2021-07-01,-0.000920719,0.005666928831487894,0.0010302829647058824,4,108,2021-08-01
