date,actual,predicted,train_mean,inner_idx,sstart,window_end
2011-09-01,0.001541758,0.001533634218398424,0.0013408568705882353,0,0,2012-08-01
2011-10-01,0.000195946,-0.0023429020382828,0.0013718358705882353,0,1,2012-09-01
2011-11-01,0.000748019,0.0008189894026735382,0.0014284580235294118,0,2,2012-10-01
2011-12-01,0.00461494,0.005386224007710668,0.0013929587176470589,0,3,2012-11-01
2012-01-01,-0.000622397,-0.0029486590589755148,0.0013626417647058825,0,4,2012-12-01
2012-02-01,-0.002631852,7.573222081666543e-05,0.001357247317647059,0,5,2013-01-01
2012-03-01,0.002450932,0.0033874061653571042,0.0013942296,0,6,2013-02-01
2012-04-01,0.003396772,0.003784448797690017,0.0013808913058823533,0,7,2013-03-01
2012-05-01,0.001564307,-0.0020852333715364706,0.0013015859647058823,0,8,2013-04-01
2012-06-01,0.000489148,0.0034427264374949523,0.0013171560352941178,0,9,2013-05-01
2012-07-01,0.001955952,-0.005877684853578484,0.0013971269294117648,0,10,2013-06-01
2012-08-01,-0.001295953,0.002908363849281583,0.0013285784,0,11,2013-07-01
2012-09-01,-9.46e-05,0.001578350237066674,0.0012811824352941177,0,12,2013-08-01
2012-10-01,-0.000412342,-0.0004250519555804083,0.001265864588235294,0,13,2013-09-01
2012-11-01,0.004788092,0.003986363299332237,0.0012287052588235295,0,14,2013-10-01
2012-12-01,-5.12e-05,0.002427173864175601,0.001152107482352941,0,15,2013-11-01
2013-01-01,0.004900913,0.0008086543582539857,0.0011454078588235294,0,16,2013-12-01
2013-02-01,0.004478509,0.0046875242601431884,0.0011752467058823528,0,17,2014-01-01
2013-03-01,0.004021497,-0.0006266688315259054,0.001101570705882353,0,18,2014-02-01
2013-04-01,0.001115173,0.0030806893688673158,0.001116400482352941,0,19,2014-03-01
2013-05-01,0.002642206,0.00224670790022942,0.001141332494117647,0,20,2014-04-01
2013-06-01,-0.003937529,-0.00216864431482303,0.0011570356588235294,0,21,2014-05-01
2013-07-01,0.005422384,0.0005786868594731535,0.0011339387529411763,0,22,2014-06-01
2013-08-01,0.004718599,0.005855611849740302,0.001171290811764706,0,23,2014-07-01
2013-09-01,0.003267402,-0.0006169936958717732,0.0011176826588235294,0,24,2014-08-01
2013-10-01,0.005577829,0.0007639187048411517,0.0012003525764705883,0,25,2014-09-01
2013-11-01,0.001496985,0.00014719527857586317,0.001244042376470588,0,26,2014-10-01
2013-12-01,-0.004847856,0.0023171910593737174,0.0012797865176470589,0,27,2014-11-01
2014-01-01,0.002806315,0.004496757741539522,0.0013739652470588237,0,28,2014-12-01
2014-02-01,0.005900511,0.006343118102725591,0.0013730784823529415,0,29,2015-01-01
2014-03-01,0.001173027,0.005065427424204582,0.0012925677882352944,0,30,2015-02-01
2014-04-01,0.003443963,-0.0006783097336613998,0.0012434047764705884,0,31,2015-03-01
2014-05-01,0.003637652,0.003407929108572416,0.0013152166588235295,0,32,2015-04-01
2014-06-01,0.00280792,-0.0008902032906113706,0.0012745447764705882,0,33,2015-05-01
2014-07-01,0.000590749,0.002586599372827852,0.0012937710117647057,0,34,2015-06-01
2014-08-01,-0.001563173,0.0021137705134625707,0.0013244952235294115,0,35,2015-07-01
2014-09-01,0.006198417,0.003627534155961443,0.0013096066117647056,0,36,2015-08-01
2014-10-01,0.004123472,0.0027223532483605325,0.0012864302588235295,0,37,2015-09-01
2014-11-01,-0.000709675,0.0009628215317632767,0.0012733148941176469,0,38,2015-10-01
2014-12-01,0.001902856,0.0008792743843360995,0.0013149641176470588,0,39,2015-11-01
2015-01-01,-0.003601423,-0.0009422889477556933,0.0013862419176470587,0,40,2015-12-01
2015-02-01,-0.000648095,-0.0016832700636644157,0.0013692105529411762,0,41,2016-01-01
2015-03-01,-0.000897463,0.0029609968250726855,0.0013826384588235291,0,42,2016-02-01
2015-04-01,-0.000838176,-0.0022509715253667467,0.0013862731882352938,0,43,2016-03-01
2015-05-01,-0.001983337,-0.0018350900773440309,0.0013395928235294115,0,44,2016-04-01
2015-06-01,0.003778411,0.004619405943577598,0.0013455813058823526,0,45,2016-05-01
2015-07-01,0.003925907,0.005505926780972412,0.0013418905999999997,0,46,2016-06-01
2015-08-01,0.002195689,-0.0006499947907479522,0.0012777661294117646,0,47,2016-07-01
2015-09-01,-0.00447532,-0.0032435392504022655,0.001312833094117647,0,48,2016-08-01
2015-10-01,0.000610204,-0.0017650522182380286,0.0013194484705882352,0,49,2016-09-01
2015-11-01,0.002315494,8.686048285182388e-05,0.0012765490117647058,0,50,2016-10-01
2015-12-01,0.001801736,0.0016780934578389073,0.0012471592117647057,0,51,2016-11-01
2016-01-01,0.005338494,0.003374918676134575,0.0012639790352941176,0,52,2016-12-01
2016-02-01,-0.002429846,-0.0013933131259623525,0.001290291905882353,0,53,2017-01-01
2016-03-01,-0.003415126,-0.0037432594660156845,0.0014432650470588232,0,54,2017-02-01
2016-04-01,0.001675978,0.0006118576828253503,0.0016615895647058823,0,55,2017-03-01
2016-05-01,-0.007620255,-0.0020717648804120235,0.001732751482352941,0,56,2017-04-01
2016-06-01,0.004776649,0.003027215782933709,0.001737259458823529,0,57,2017-05-01
2016-07-01,0.007133884,0.0025818820779441574,0.0018356724823529408,0,58,2017-06-01
2016-08-01,0.001774054,0.0033928721897438265,0.0017825658352941176,0,59,2017-07-01
2016-09-01,0.004297368,0.00040771483735569655,0.001861159023529412,0,60,2017-08-01
2016-10-01,8e-05,0.002041509566777156,0.001942339788235294,0,61,2017-09-01
2016-11-01,0.004279714,0.002919558537414527,0.001929202376470588,0,62,2017-10-01
2016-12-01,0.002225108,0.00012800924393752727,0.0019666962823529414,0,63,2017-11-01
2017-01-01,0.005805781,0.0028790798020216623,0.0018913974117647056,0,64,2017-12-01
2017-02-01,0.001959055,0.001507198977542122,0.001923688494117647,0,65,2018-01-01
2017-03-01,0.004181002,0.0004856198074168706,0.0018771300352941173,0,66,2018-02-01
2017-04-01,0.005276876,0.0010732989610045894,0.001917565811764706,0,67,2018-03-01
2017-05-01,0.003675369,0.0027969981618489576,0.0018646084235294114,0,68,2018-04-01
2017-06-01,0.002311777,-0.0005220408367604483,0.0018762630352941172,0,69,2018-05-01
2017-07-01,0.001324458,-0.0024807152236820673,0.0018799499411764704,0,70,2018-06-01
2017-08-01,-0.001318687,-0.0013232379848540953,0.0019337294470588233,0,71,2018-07-01
2017-09-01,0.002236284,0.0037919981602554443,0.0018959721176470582,0,72,2018-08-01
2017-10-01,0.001338224,0.005720758290964348,0.0018850556705882352,0,73,2018-09-01
2017-11-01,0.004992827,0.0037057121277326256,0.001862264764705882,0,74,2018-10-01
2017-12-01,0.002710201,0.001812200746966501,0.0018508005058823528,0,75,2018-11-01
2018-01-01,-0.000420828,0.001375876429035938,0.0018645982823529406,0,76,2018-12-01
2018-02-01,0.00514569,0.006781387566016353,0.0018722791529411763,0,77,2019-01-01
2018-03-01,0.00297025,0.005724556550471978,0.0018658720117647057,0,78,2019-02-01
2018-04-01,0.000447788,0.0007912968250161404,0.0017777330235294118,0,79,2019-03-01
2018-05-01,0.005426968,0.0027643636419886026,0.001805207482352941,0,80,2019-04-01
2018-06-01,0.001161108,0.0061245995329600265,0.001843062694117647,0,81,2019-05-01
2018-07-01,0.003167514,0.002693381596693218,0.0018093140588235294,0,82,2019-06-01
2018-08-01,0.002063738,-0.0008526353184405512,0.0018574618823529415,0,83,2019-07-01
2018-09-01,0.000108821,0.0027562592365554407,0.0018993526117647062,0,84,2019-08-01
